TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,264,578,0.457,84,224,0.375,83,102,0.814,73,190,263,147,77.0,46,29,43,98,99,695,-32.0,10,10,1,10,11,10,10,9,10,11,3,13,14,4,11,11,11,10,5,10,10,8,3,14,10,12,110.9,114.3,119.3,118.8,-8.4,-4.5,0.557,1.91,17.3,0.297,0.764,0.511,0.127,0.529,0.558,103.0,101.67,84.72,608,0.458,5,14,10,12,7,11,6,3,6,5,6,9,4,13
1610612738,Boston Celtics,20,11,9,0.55,965.0,817,1710,0.478,281,773,0.364,324,400,0.81,189,672,861,483,248.0,120,127,93,343,354,2239,67.0,2,3,15,4,2,3,3,3,2,2,5,3,3,6,3,3,3,3,15,3,1,14,14,3,3,2,115.1,116.1,110.1,112.9,5.1,3.2,0.591,1.95,18.2,0.266,0.716,0.497,0.129,0.56,0.594,97.5,95.83,79.85,1929,0.526,4,10,2,10,6,5,13,5,9,7,1,1,9,3
1610612739,Cleveland Cavaliers,5,1,4,0.2,240.0,176,392,0.449,50,153,0.327,69,93,0.742,46,140,186,110,79.0,34,20,23,102,87,471,-27.0,12,12,1,12,14,15,15,10,15,15,12,15,15,14,14,15,15,14,7,12,14,4,4,15,15,11,101.1,101.9,104.6,107.3,-3.6,-5.4,0.625,1.39,17.5,0.276,0.606,0.451,0.171,0.513,0.544,94.2,92.6,77.17,462,0.474,16,1,12,3,15,9,9,16,15,16,12,12,14,10
1610612743,Denver Nuggets,20,16,4,0.8,965.0,845,1719,0.492,225,600,0.375,354,442,0.801,201,694,895,515,232.0,137,84,93,385,420,2269,166.0,2,1,1,1,2,2,2,2,3,3,3,2,2,8,2,2,2,2,14,2,3,14,15,2,2,1,116.7,118.2,108.0,110.2,8.7,8.0,0.609,2.22,19.1,0.3,0.762,0.538,0.121,0.557,0.593,96.8,95.18,79.32,1919,0.553,1,4,1,4,1,2,5,4,1,2,3,2,10,1
1610612744,Golden State Warriors,13,6,7,0.462,624.0,545,1217,0.448,188,553,0.34,192,256,0.75,163,449,612,366,187.0,94,60,60,298,255,1470,-2.0,5,6,13,8,5,5,5,11,4,4,10,7,7,12,4,5,5,5,12,5,6,11,13,5,5,6,108.6,110.9,109.1,111.1,-0.5,-0.2,0.672,1.96,19.2,0.304,0.708,0.504,0.141,0.525,0.553,104.0,101.92,84.94,1325,0.498,9,6,6,1,5,1,4,7,7,14,10,11,3,5
1610612746,LA Clippers,5,1,4,0.2,240.0,204,443,0.46,61,169,0.361,109,132,0.826,59,141,200,108,70.0,33,21,31,115,106,578,-32.0,12,12,1,12,14,13,13,6,13,13,7,10,10,3,12,14,13,15,3,13,12,5,6,11,13,12,112.9,116.3,120.9,122.5,-8.1,-6.2,0.529,1.54,15.8,0.323,0.682,0.49,0.141,0.529,0.577,101.6,99.5,82.92,497,0.437,2,16,13,15,14,13,3,13,10,13,8,5,6,15
1610612747,Los Angeles Lakers,16,8,8,0.5,773.0,657,1394,0.471,162,484,0.335,321,397,0.809,145,569,714,399,191.0,109,102,61,279,340,1797,38.0,4,4,14,7,4,4,4,5,5,5,11,4,4,7,5,4,4,4,13,4,2,13,12,4,4,3,111.3,112.7,108.0,110.3,3.3,2.4,0.607,2.09,18.2,0.261,0.709,0.498,0.12,0.529,0.573,100.7,99.04,82.54,1595,0.532,8,5,3,7,2,7,14,6,8,1,6,6,7,2
1610612748,Miami Heat,23,13,10,0.565,1109.0,914,1997,0.458,294,774,0.38,370,455,0.813,212,714,926,542,269.0,161,82,108,462,429,2492,35.0,1,2,16,3,1,1,1,7,1,1,1,1,1,5,1,1,1,1,16,1,4,16,16,1,1,4,110.5,113.8,110.3,111.9,0.2,1.9,0.593,2.01,17.9,0.272,0.708,0.487,0.123,0.531,0.567,97.0,94.87,79.06,2189,0.498,7,8,4,9,4,8,11,8,11,3,5,7,11,6
1610612749,Milwaukee Bucks,5,1,4,0.2,245.0,220,463,0.475,78,206,0.379,76,107,0.71,51,171,222,134,72.0,33,18,17,94,102,594,-26.0,12,12,1,12,12,12,12,4,11,12,2,14,13,16,13,12,12,12,4,13,15,2,2,13,12,10,111.8,114.2,116.7,119.0,-4.8,-4.8,0.609,1.86,18.6,0.273,0.787,0.516,0.138,0.559,0.582,104.1,101.98,84.98,520,0.478,6,15,11,5,8,3,10,1,4,12,2,4,2,9
1610612750,Minnesota Timberwolves,5,1,4,0.2,245.0,189,413,0.458,56,161,0.348,93,121,0.769,42,154,196,113,64.0,33,24,17,108,115,527,-44.0,12,12,1,12,12,14,14,8,14,14,9,12,11,10,15,13,14,13,2,13,11,2,5,10,14,14,107.9,109.6,115.1,117.2,-7.2,-7.7,0.598,1.77,17.4,0.229,0.693,0.462,0.133,0.525,0.565,96.4,94.82,79.02,481,0.459,11,12,15,8,11,10,15,12,14,9,9,8,12,12
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,136,309,0.44,45,138,0.326,53,73,0.726,23,117,140,89,49.0,21,15,16,62,75,370,-45.0,16,16,1,16,16,16,16,12,16,16,13,16,16,15,16,16,16,16,1,16,16,1,1,16,16,15,100.8,102.5,112.5,114.3,-11.7,-11.8,0.654,1.82,18.5,0.173,0.632,0.405,0.136,0.513,0.542,92.0,90.5,75.42,361,0.446,15,11,16,2,9,4,16,15,16,10,11,13,16,14
